index,thickness,intensity
135,3.4002106,231.55545
136,2.1845071,107.916504
137,2.3900352,154.3284
138,2.2273374,149.56549
139,2.2024179,142.11823
140,1.964205,119.90393
141,1.5845209,100.135254
142,1.6302824,96.108765
143,1.8475907,135.9527
144,2.175873,107.861664
145,2.0246792,114.09227
146,2.4024277,133.69736
147,3.3129997,212.5323
148,2.6906037,160.82214
149,2.9530644,182.07234
150,2.1786873,148.48273
151,3.7738252,237.08505
152,2.0668964,93.29646
153,3.2135015,208.12556
154,2.2813642,168.41348
155,1.8085289,98.8647
156,1.8356411,132.22375
157,2.4934225,176.56631
158,1.5957563,102.134766
159,3.2120583,234.75438
160,2.3053057,134.8827
161,2.2993608,141.6088
162,2.0606918,101.74153
163,3.1542728,210.29263
164,2.8929014,200.56879
165,2.1444888,103.14154
166,1.6892699,94.423996
167,2.3366818,146.10263
168,1.8886993,117.14906
169,2.148141,151.24202
170,3.5941863,240.47305
171,2.4312222,129.4945
172,2.8137255,198.35095
173,2.4017425,174.42947
174,3.137686,228.67496
175,2.1486444,140.50378
176,3.0430155,187.36473
177,2.7039466,154.34521
178,2.1988463,150.04263
179,2.4514692,146.99069
180,1.9910661,75.96876
181,2.1510303,131.03587
182,1.7715603,105.01311
183,2.2573571,119.41008
184,3.465645,222.81998
185,1.7668104,86.80355
186,2.1150327,145.2147
187,2.4194381,146.4555
188,2.5850039,159.45726
189,4.0190496,249.23085
190,2.5990384,192.58069
191,2.7684276,178.97177
192,2.5410504,112.31404
193,4.0012574,251.8279
194,2.7172327,149.60378
195,2.3698792,127.55321
196,3.3067167,223.52837
197,2.7326894,157.17339
198,1.9441845,86.79289
199,3.5858731,237.86
200,2.2294335,133.66727
201,2.2479002,157.22992
202,2.7806716,183.72307
203,2.0869138,115.69838
204,1.8914725,115.11403
205,1.7327787,106.54605
206,3.1877003,239.05348
207,2.5960197,171.68811
208,2.1867065,156.96709
209,2.309402,151.90796
210,3.749921,241.66281
211,1.4653838,92.61307
212,2.997066,163.33926
213,2.2361336,170.2136
214,3.0698879,205.14174
215,2.2967002,116.8333
216,2.545259,182.18738
217,2.6862352,186.95174
218,2.6633663,146.87674
219,2.6605964,164.12474
220,2.2511191,131.12366
221,2.2713172,119.04642
222,2.1240656,113.77203
223,2.4261808,100.939865
224,3.6179028,232.92613
225,1.7077088,96.060974
226,3.0127387,216.61157
227,2.705923,197.09225
228,2.3372464,134.1416
229,2.0332565,127.12032
230,1.5453674,85.471176
231,2.567415,158.07867
232,3.0203056,200.45876
233,1.8051182,132.08173
234,2.7756987,206.29123
235,2.9407523,200.04488
236,2.4514153,157.1229
237,3.6473148,247.76349
238,1.7915477,97.17039
239,2.3714864,149.8223
240,3.1176488,201.73859
241,3.123436,200.39555
242,1.6861726,91.04691
243,2.2599823,132.4677
244,1.9390619,86.035736
245,2.8759835,174.29582
246,3.6328807,216.44568
247,2.0957808,127.78295
248,2.242413,150.50882
249,2.9812381,224.22044
250,3.0658064,209.13841
251,2.7918715,131.95874
252,2.3393364,124.692055
253,1.860371,97.84021
254,2.380017,101.84246
255,2.087358,141.74539
256,2.7453923,172.21182
257,2.375072,147.2706
258,2.5588036,170.40326
259,2.202587,160.92941
260,2.1401303,122.58716
261,1.3810905,83.18575
262,2.3112497,178.5672
263,2.415849,160.0753
264,2.9972022,200.8993
265,2.3252547,163.26273
266,2.427165,118.58134
267,3.1080346,185.36278
268,1.0822718,84.782
269,1.7714244,73.815796
270,1.8269502,98.93576
271,2.7516022,166.13043
272,3.948951,243.09589
273,2.4050918,168.33395
274,2.5685835,170.40193
275,2.9925845,231.88107
276,4.8433776,252.58122
277,1.8561971,100.79463
278,3.3794742,229.60495
279,2.3571706,149.5303
280,2.3983998,180.44373
281,2.3701873,178.02864
282,2.402186,162.95857
283,2.6769357,216.20265
284,2.8034453,172.3272
285,2.7403612,197.58022
286,2.2135184,121.47357
287,4.6049514,253.54922
288,1.5432289,92.07358
289,4.6364713,253.7104
290,1.5944006,95.77104
291,1.7183336,113.82195
292,2.4661543,156.94618
293,2.7948337,180.10852
294,2.238663,136.69902
295,2.529517,192.07619
296,2.627987,179.41718
297,2.4385736,163.9992
298,2.1364574,129.64284
299,2.3683245,181.53958
300,2.4433937,175.24915
301,3.0282364,192.65549
302,2.4944968,148.74866
303,2.3824515,206.68065
304,2.1804368,117.91652
305,1.8688872,149.91446
306,2.2202497,121.60306
307,2.4188776,177.57112
308,2.6896152,176.3486
309,1.9623557,134.27466
310,2.416869,117.06896
311,1.9167337,132.51035
312,2.1951163,119.29405
313,2.7385366,156.63062
314,3.0020237,207.2959
315,1.7807555,103.46982
316,2.1234217,143.57689
317,3.3821287,239.9522
318,3.033719,219.53452
319,2.466441,185.44487
320,2.3988829,137.06552
321,3.683252,228.38322
322,2.9419777,198.75214
323,2.4942508,190.97377
324,3.1580656,223.38725
325,2.0272927,107.01094
326,3.1957371,194.32364
327,1.8688986,112.3788
328,1.608665,95.219955
329,2.0323644,105.55711
330,2.3075256,197.05347
331,1.6807011,112.01999
332,2.7946072,190.82951
333,2.6173074,135.58163
334,2.550226,146.0669
335,2.4604669,108.24432
336,2.5117126,150.10165
337,2.8996136,164.56503
338,3.5781808,230.13338
339,2.9268813,173.38344
340,2.4381897,111.61606
341,2.6729078,194.65155
342,2.3394532,149.29984
343,1.9382938,93.727066
344,2.4385474,153.27191
345,1.822583,102.58388
346,2.1061614,148.53699
347,2.3966098,117.61502
348,3.0594068,217.44394
349,1.703695,93.41424
350,2.5848162,167.9648
351,2.553454,191.20921
352,2.267482,155.74068
353,2.1133823,121.69664
354,2.0821347,115.64751
355,1.4007413,77.152084
356,3.5810564,235.77724
357,2.6607795,201.6923
358,2.7832546,142.89018
359,1.7558203,77.94184
360,2.5414376,189.17253
361,1.9769499,103.60336
362,2.863484,181.00775
363,1.33295,74.094284
364,2.5855987,146.7229
365,2.336653,134.05737
366,2.2385755,98.05687
367,2.6093364,192.80551
368,2.2766209,158.36545
369,2.0468903,134.81274
370,2.8077967,196.09879
371,2.2896006,91.69763
372,2.8869772,184.88274
373,2.8184018,181.20616
374,2.2277646,124.701065
375,2.5241292,200.82133
376,2.9708426,184.70721
377,2.81702,186.9096
378,3.1619294,228.88673
379,2.5561087,166.05936
380,3.7025619,238.73993
381,2.8127894,210.28352
382,2.7378058,197.28088
383,1.5317982,112.16347
384,3.7867858,241.23792
385,2.0168347,150.1103
386,1.9893372,100.0656
387,2.8728929,197.25792
388,2.3475158,122.189575
389,2.4950914,141.71777
390,2.9863534,168.37546
391,3.5081282,231.86604
392,2.9194946,194.64288
393,2.474628,146.96236
394,1.9860361,114.39698
395,2.9847624,197.3358
396,2.2202082,143.93347
397,2.7360482,183.71606
398,3.6727128,225.16293
399,1.57469,113.18775
400,1.5051612,93.24169
401,2.8756685,158.9065
402,2.8601313,181.7102
403,2.2794273,144.68835
404,2.566009,136.04608
405,2.8403225,165.95677
406,2.0092597,94.75372
407,1.7696377,94.22211
408,1.5566053,76.14615
409,3.628842,243.149
410,2.1659908,105.54135
411,2.4384604,197.17438
412,2.400844,171.07388
413,3.3316224,233.42458
414,1.6150016,125.458664
415,2.0598395,104.49156
416,2.2597208,110.30119
417,2.6006627,134.71484
418,1.3036226,79.70383
419,2.3390045,138.98305
420,3.0117044,225.33022
421,3.5371385,236.7111
422,2.9244468,200.65916
423,4.826827,250.16412
424,3.1681895,237.36368
425,2.5322344,182.24652
426,2.0382266,127.625946
427,2.9732308,179.35968
428,2.12395,153.23096
429,1.8257127,94.506195
430,2.3652377,146.43457
431,1.7266113,98.92827
432,3.6368983,241.11758
433,2.3876557,124.44173
434,3.2207758,208.71141
435,2.1452134,156.07202
436,2.5472593,158.76257
437,3.0261629,216.56682
438,2.2268097,153.35281
439,2.7395089,160.12305
440,2.2853215,129.0879
441,2.4857285,209.61479
442,1.500284,102.29466
443,1.6513451,90.19331
444,2.258608,153.72928
445,2.0134063,120.028336
446,2.7242794,165.78978
447,2.0626445,123.739044
448,2.3388827,101.07659
449,2.8234599,183.50928
450,2.1950033,136.10728
451,2.781391,185.01993
452,3.3383687,217.61327
453,2.2402759,142.17004
454,2.125662,124.73131
455,1.2389628,80.19208
456,3.057429,224.39084
457,3.7797153,246.9406
458,3.3243134,233.58669
459,1.4700507,107.59807
460,3.5090537,239.15991
461,2.9446502,201.03119
462,1.9272864,105.41936
463,2.537601,177.25351
464,1.8900557,107.676834
465,2.6467838,157.55899
466,3.0580862,190.1107
467,2.3823247,158.59198
468,2.0746052,134.1673
469,2.6068816,179.8624
470,2.6528525,176.06902
471,2.6608531,179.58646
472,2.2150307,124.672745
473,2.7887173,166.68018
474,2.8365664,195.79373
475,2.2628446,192.91037
476,2.5081542,148.24518
477,3.4272122,233.17682
478,4.0583873,248.7723
479,2.4317875,174.00531
480,2.3504558,119.719284
481,4.347214,249.42705
482,2.101739,87.506
483,1.6248506,83.91831
484,2.1350684,91.28305
485,2.5828605,183.3151
486,3.1192133,179.21591
487,2.340505,139.51546
488,2.370597,145.40073
489,2.2960157,160.26318
490,2.7874355,181.4609
491,2.5298223,171.80988
492,2.0040052,137.64633
493,2.5816755,156.53209
494,4.1188188,244.40096
495,2.0840032,129.78618
496,1.9274529,126.39882
497,2.7834592,166.79408
498,2.205091,115.14853
499,2.79328,193.31363
500,4.574744,253.44543
501,2.6709154,168.03902
502,1.7861015,116.78837
503,2.7588124,215.78772
504,3.9197135,242.88757
505,2.4031425,163.17451
506,2.3840528,151.80719
507,2.0362706,112.057236
508,3.0036902,217.12308
509,2.906706,207.7416
510,2.2818618,153.91306
511,1.7087854,94.178024
512,1.8866016,116.8244
513,3.6156254,234.09195
514,1.656297,105.92481
515,2.6031902,186.22313
516,1.7831137,120.0002
517,2.2821646,158.61624
518,1.4117124,83.02036
519,1.8251342,104.31031
520,1.5900836,99.2843
521,2.4550834,156.4778
522,1.882158,81.4412
523,3.0828712,223.01656
524,2.9743972,215.97017
525,2.3952014,188.50543
526,1.9531682,104.782135
527,1.6577257,86.711136
528,3.2675905,215.1934
529,1.5189642,76.530174
530,2.5974736,191.1525
531,3.5686688,233.03697
532,1.9054302,90.69387
533,2.2824023,179.24748
534,1.9740345,108.05266
535,2.0404282,121.191086
536,2.032641,124.52424
537,2.9557097,201.63548
538,2.540649,164.25464
539,2.755656,184.15244
540,2.8006597,202.69969
541,2.779341,132.54074
542,3.242566,227.92833
543,1.8685029,126.31793
544,1.9968004,94.880196
545,1.891176,109.235306
546,2.789157,158.25784
547,1.2219751,72.25708
548,2.0536966,96.32019
549,2.4328687,151.24329
550,2.171327,132.87209
551,3.3330789,202.87573
552,2.3813431,174.93254
553,1.6498451,122.26716
554,4.4910526,249.3798
555,1.813862,93.64457
556,2.2887132,118.49674
557,2.022224,115.937256
558,2.330676,97.13235
559,2.760983,214.41939
560,2.3294902,126.913895
561,1.8948697,133.46735
562,2.635445,163.1163
563,2.4232452,169.67484
564,3.7253087,236.16335
565,2.130452,144.91287
566,2.8980942,161.93823
567,2.1140103,156.6888
568,1.6064088,113.2896
569,3.5127668,237.13312
570,3.6022403,240.69948
571,1.3672948,82.33035
572,1.3942184,91.621414
573,2.411131,149.73563
574,2.5502534,168.54431
575,3.237794,216.16963
576,2.7939713,150.76724
577,1.8038275,108.00202
578,3.5818071,233.41676
579,2.2964857,110.397964
580,3.5321038,233.76656
581,2.3029976,162.52693
582,2.4034305,139.0892
583,2.0159817,112.652306
584,3.0985374,188.30899
585,3.8556123,232.46223
586,2.4251306,146.88008
587,2.771613,173.18953
588,2.3422568,139.54367
589,3.1130626,193.63318
590,2.1766427,119.59131
591,3.0124567,217.56674
592,1.922208,105.71663
593,3.1786456,160.5578
594,2.1055133,114.54909
595,3.0504436,190.05179
596,1.7160294,97.28001
597,2.982148,223.28268
598,2.5510185,153.32927
599,2.4440136,193.13885
600,2.757023,161.1091
601,2.215854,172.36472
602,3.7110684,244.25423
603,2.81341,211.26889
604,1.6505985,92.67328
605,2.669704,163.02579
606,1.7776356,89.21709
607,1.1228849,74.393555
608,2.020191,112.42005
609,1.9131628,101.35914
610,2.2766361,120.92065
611,2.0312157,91.177536
612,3.1488538,227.2215
613,1.785073,101.475235
614,3.0082908,226.71893
615,4.229842,246.15791
616,1.1935008,76.65009
617,2.3908813,117.8078
618,2.7507756,146.1382
619,2.6251886,154.42896
620,3.0171273,190.61865
621,3.560815,223.78204
622,4.1365423,248.96863
623,3.4108598,241.57732
624,2.0770493,138.2161
625,3.2574964,229.75574
626,2.5016515,131.09387
627,2.1830277,120.91934
628,2.721107,198.70108
629,3.0882082,205.63165
630,2.7002473,186.25479
631,3.4288788,225.16478
632,2.3709426,133.43448
633,3.0364962,182.80539
634,2.0593417,125.99246
635,2.1623178,132.82672
636,1.9643266,103.31926
637,3.11826,216.65274
638,1.5457389,123.14357
639,3.2157583,232.05804
640,2.04471,129.19069
641,3.0766294,210.58853
642,3.644216,245.44528
643,1.741979,109.47645
644,2.1064572,120.50969
645,2.0906155,132.98894
646,1.8935807,110.247826
647,1.8333068,101.14226
648,2.10799,92.136215
649,3.296534,209.63017
650,2.044846,123.73001
651,2.4984617,171.00409
652,2.4360423,136.70871
653,2.1197038,145.73715
654,1.732446,123.97241
655,3.4476922,212.8116
656,2.5997844,166.07443
657,2.706173,179.79779
658,1.5685318,100.11865
659,3.523993,237.89467
660,2.4910855,162.09048
661,2.8272197,226.99359
662,1.9359584,101.38815
663,2.5377395,137.64375
664,2.0168145,126.62116
665,2.2930913,111.34796
666,2.5534515,137.37158
667,3.7720075,234.10535
668,1.7794108,81.019615
669,1.8871007,110.73969
670,4.2408605,251.3238
671,3.4602604,236.79108
672,1.9635772,122.40167
673,2.892558,147.55005
674,1.9554366,106.05934
675,2.6874526,160.76016
676,2.0219166,113.39242
677,2.721484,182.36295
678,2.2437587,155.90701
679,3.5818393,242.06717
680,3.5239723,235.31992
681,2.6669812,201.13861
682,3.8836956,240.11531
683,2.1843145,108.73184
684,3.7677548,243.22607
685,3.444713,236.64253
686,3.9546502,247.24968
687,2.8458807,186.13217
688,2.6145232,139.8698
689,2.884754,227.72276
690,1.7388937,100.11972
691,2.1147668,135.84338
692,1.7777612,99.781876
693,1.8759437,138.75739
694,1.6202499,102.05766
695,3.0569177,192.10509
696,2.1199327,138.99057
697,2.3340335,153.30795
698,2.0445423,124.97855
699,3.1240427,180.24715
700,2.0942705,116.90535
701,2.972162,195.31966
702,2.548277,167.95148
703,2.56941,160.85594
704,3.7506843,244.08589
705,2.5921752,168.44022
706,3.0136857,172.8508
707,2.6298244,163.10709
708,2.8640947,201.60184
709,2.098127,135.15689
710,1.7021765,94.448044
711,2.5603113,173.81241
712,2.7138348,181.60754
713,1.8453449,107.80308
714,2.0007682,97.57565
715,4.4302764,251.95242
716,2.1710937,190.26236
717,1.77621,92.64238
718,3.170857,201.36992
719,3.066951,206.66794
720,2.2960181,144.76807
721,2.6957047,144.63919
722,1.5016668,91.882095
723,1.567169,90.13006
724,2.3827062,161.27444
725,2.706944,163.21965
726,2.4997702,161.73172
727,2.8026006,194.48373
728,1.705091,96.49691
729,2.4234767,127.521996
730,2.9443467,198.12187
731,2.5429707,155.09938
732,1.4661734,80.48762
733,2.903757,223.35999
734,2.1212,135.06473
735,1.5570067,91.5105
736,2.3619952,142.75629
737,2.4932547,191.0835
738,3.1107945,184.06403
739,3.5258002,228.97713
740,3.7284884,239.24355
741,2.080007,98.164406
742,2.7106862,162.5703
743,2.9802146,194.62369
744,2.2775445,117.540634
745,1.9687078,118.437
746,1.6185496,99.97925
747,2.6680827,141.90773
748,1.9429176,120.852776
749,2.8240962,170.80005
750,2.1168332,110.36063
751,3.5312204,237.37082
752,2.1488316,142.5091
753,3.7000206,247.51953
754,2.8723598,188.68433
755,2.4146876,119.16524
756,1.7679951,145.62662
757,1.7455977,113.9568
758,2.110443,105.43126
759,2.2649467,153.85083
760,2.73367,139.24963
761,1.8449644,106.376465
762,2.7848039,187.00412
763,2.337438,118.95842
764,2.4100003,170.00415
765,2.096231,87.40694
766,3.3314362,220.68025
767,2.8304095,185.03317
768,1.8809437,106.06177
769,2.9921827,202.66212
770,1.439723,80.29943
771,2.0311134,103.756516
772,2.8721604,206.45357
773,2.2076907,128.2771
774,1.7781986,108.36794
775,2.314219,146.33597
776,2.699904,192.65207
777,3.0910478,188.67665
778,2.1232915,101.38745
779,2.0535173,155.24356
780,2.1385093,150.15216
781,2.8093798,144.09215
782,2.8155487,200.9158
783,3.328113,225.31384
784,2.2681034,133.6076
785,1.826186,86.5759
786,2.0126743,116.60159
787,2.4191089,148.40944
788,2.691298,196.45811
789,1.5334927,103.564285
790,2.886779,199.5246
791,3.469313,236.0591
792,2.8024895,181.10971
793,2.2704754,140.88086
794,2.3096495,162.55696
795,1.7910678,112.59192
796,2.9496367,189.0988
797,2.840297,206.13994
798,2.4407272,166.20494
799,2.2023096,134.46776
800,2.055026,122.04176
801,2.2094002,105.97066
802,2.8155808,135.98569
803,2.1597726,120.02104
804,3.8928275,241.30254
805,3.0105429,213.79419
806,2.6245415,140.36803
807,2.6246736,191.08565
808,4.4276166,253.63005
809,1.6969504,94.05836
810,2.8008168,171.20923
811,3.0372124,198.13316
812,2.3505507,158.62956
813,1.9608474,100.6698
814,2.3657393,147.5838
815,2.9376264,202.34769
816,2.1738925,94.41286
817,2.949894,215.21744
818,2.1305475,156.26242
819,2.4962578,152.04582
820,2.5386164,136.22873
821,1.9592502,87.63393
822,2.3129356,162.8391
823,3.1407819,224.5362
824,2.7779965,148.48108
825,3.6218967,234.99268
826,2.0190659,164.45259
827,2.0422359,133.95374
828,1.442714,78.958534
829,3.4806466,212.1388
830,2.7623012,185.6697
831,3.020165,200.73392
832,2.2148173,186.11444
833,1.7119912,106.680626
834,1.619529,107.88855
835,2.2146804,113.73038
836,2.265181,130.49124
837,2.495914,179.58289
838,2.8943841,210.93405
839,2.8349388,213.0497
840,1.8751808,119.6662
841,2.6260264,184.09752
842,2.0598993,92.70376
843,2.8604505,162.50186
844,2.9400346,198.8698
845,1.3455274,84.34198
846,2.016073,138.46729
847,2.1943119,129.91492
848,2.2852383,158.08945
849,3.3614092,212.4686
850,1.8708478,92.07476
851,2.5346372,162.39444
852,1.8694756,87.82525
853,1.9708812,105.38831
854,1.5563462,85.143074
855,2.9791877,209.74434
856,2.7826848,209.77257
857,2.3157315,168.09319
858,2.8889089,211.23683
859,1.7249582,81.974014
860,2.0982535,146.05801
861,3.3460248,216.81056
862,1.5901377,90.365105
863,2.2027164,138.78004
864,3.55312,230.81766
865,2.8038414,153.28616
866,1.4831251,76.28171
867,2.810617,179.56516
868,2.1563785,133.33331
869,2.204636,159.9985
870,1.82252,125.73946
871,2.2498744,135.49277
872,2.3233576,109.91826
873,2.1642458,108.372536
874,2.4406915,150.76071
875,1.9236227,127.085495
876,1.7616231,128.49261
877,2.4311738,149.65524
878,2.2617865,123.710396
879,2.725165,143.63751
880,1.8505855,98.77151
881,2.0087237,113.963776
882,2.1042295,120.7457
883,2.94259,186.58517
884,2.145521,180.08044
885,1.9750488,101.48358
886,4.228966,250.22095
887,2.8268957,206.24782
888,3.281751,229.23895
889,3.8551087,249.85303
890,1.9790612,113.691376
891,2.4466295,111.81058
892,1.6372341,89.39644
893,2.0757835,120.83621
894,2.5628986,162.61563
895,1.7780557,122.02376
896,1.9248343,111.21709
897,3.8031356,244.32172
898,3.1986823,218.85423
899,2.811349,183.72552
900,2.6506696,166.80923
901,1.5603592,97.2086
902,4.5954523,252.79573
903,2.3989751,194.88399
904,3.0408807,216.54077
905,2.372538,131.77292
906,1.9735141,126.11229
907,2.5490947,150.61954
908,2.178892,147.54611
909,2.4319158,157.73187
910,2.2607434,120.1637
911,1.5232712,85.36241
912,1.9658592,124.79612
913,2.241859,130.97658
914,3.7746825,241.89587
915,2.0665958,159.53253
916,2.7632823,178.42047
917,2.994172,185.85992
918,1.7021627,115.89651
919,1.7433511,103.6892
920,2.4251173,113.45581
921,1.690604,82.38275
922,2.0744853,138.23114
923,2.2093844,137.38211
924,2.136219,104.938736
925,2.845901,196.07779
926,3.568127,243.70598
927,1.8651845,92.56456
928,2.4116147,170.7633
929,2.181044,176.93723
930,2.5894823,179.62332
931,5.1596227,254.16805
932,2.0953336,125.627495
933,3.248679,241.96808
934,2.298753,108.28671
935,3.8473713,246.71281
936,1.9982808,105.64554
937,2.425947,137.17294
938,2.2170029,113.558655
939,3.50246,239.70996
940,2.7085123,177.13324
941,3.1914473,220.03114
942,1.9115123,102.00354
943,1.3989897,94.50075
944,2.8767684,200.2118
945,3.5468223,241.39175
946,1.9476478,120.68558
947,1.861501,100.551285
948,2.0646534,129.17694
949,1.866889,91.127495
950,2.170792,114.3634
951,2.7775977,167.42432
952,1.9151931,105.39533
953,2.3042102,177.73694
954,1.9211413,109.391556
955,2.026197,111.90253
956,1.9605663,88.62843
957,2.7875898,223.8512
958,2.3562896,149.02893
959,2.6147346,174.41052
960,3.8584428,246.5177
961,2.9905913,194.45442
962,2.8179421,211.6538
963,1.8299255,100.40985
964,3.5664477,234.49
965,1.8825147,103.68181
966,2.166154,119.31825
967,2.3521984,93.41336
968,3.1162078,199.6988
969,2.821356,197.56143
970,3.0412142,206.79
971,2.860207,157.77417
972,2.6762967,197.03069
973,2.5242515,150.01038
974,2.0716732,132.2117
975,2.1963274,131.81924
976,2.5583048,179.51863
977,1.8994567,98.40312
978,2.5242887,169.16985
979,2.0003405,151.02151
980,2.0395062,112.08824
981,1.9015124,145.8069
982,2.0181303,102.64238
983,1.6873337,102.12198
984,1.8516595,105.324104
985,2.524816,165.21387
986,3.3181522,239.56882
987,2.5460362,127.07873
988,1.9482592,115.90178
989,2.7786338,204.30356
990,2.8666027,201.05563
991,1.5874001,113.0094
992,3.1701255,236.10233
993,1.1726593,71.12219
994,2.5145073,163.52757
995,3.411353,234.34389
996,3.0301907,232.82005
997,2.667854,166.8003
998,2.4244988,197.23346
999,2.2900946,135.22112
1000,3.4545221,238.32431
1001,1.8316348,88.85287
1002,3.4036689,230.78955
1003,2.8414981,216.37793
1004,1.9123333,98.874084
1005,2.0389876,130.44278
1006,2.8346832,199.70985
1007,2.3414207,136.96231
1008,2.3860898,181.46465
1009,2.0923643,136.47784
1010,3.7387085,240.53209
1011,3.4243567,226.78635
1012,2.2922893,161.37807
1013,2.9999268,224.00668
1014,1.3478781,72.94933
1015,3.0654674,196.60141
1016,3.531001,236.57095
1017,2.677259,195.83766
1018,2.6946292,170.8089
1019,2.0579443,125.71863
1020,2.9765062,213.18268
1021,4.013152,232.8162
1022,2.570435,178.68152
1023,1.9403055,97.64102
1024,2.6031168,164.14748
1025,2.017037,108.500534
1026,1.9942199,96.6306
1027,1.9196889,129.98706
1028,1.8691936,117.854416
1029,3.0975413,239.89586
1030,2.913692,153.92743
1031,2.302136,160.08289
1032,2.9594395,209.01141
1033,3.077258,210.00024
1034,4.095278,245.93561
1035,2.4220254,131.04819
1036,2.0110881,133.89618
1037,1.9433224,88.41496
1038,3.105881,181.2579
1039,2.873592,183.24417
1040,3.880198,246.91884
1041,1.8400555,92.366035
1042,2.0047104,108.900635
1043,1.548774,98.37051
1044,2.0186977,116.44786
1045,1.3038782,80.39184
1046,2.8451648,182.55717
1047,2.2460604,135.35365
1048,1.9225118,134.87326
1049,1.9974906,116.36623
1050,3.2681336,221.7424
1051,2.9046717,188.42267
1052,2.3650274,163.31163
1053,2.4486408,176.53043
1054,2.6769168,182.51164
1055,2.3831174,140.00352
1056,2.6662326,200.58472
1057,2.7271352,174.9598
1058,2.6706164,167.88698
1059,1.5820026,81.49054
1060,2.1625266,174.20387
1061,2.0373275,100.54852
1062,3.6082745,235.92102
1063,2.0598052,124.94472
1064,1.569024,83.54904
1065,1.9237552,98.02962
1066,1.8299851,105.70303
1067,1.3541975,75.21575
1068,2.4656875,159.76776
1069,3.0922809,211.2256
1070,1.7752974,98.33913
1071,1.593226,97.41785
1072,3.051986,215.59511
1073,1.811672,93.37822
1074,1.9270602,112.252655
1075,2.485724,156.87347
1076,3.0534844,217.79144
1077,2.3989408,124.04146
1078,3.1152043,212.79855
1079,3.272139,226.15216
1080,2.3547223,139.03055
1081,1.826753,92.73074
1082,3.01952,192.89848
1083,2.6887298,195.68724
1084,2.014134,116.66686
1085,1.8139713,130.98555
