index,thickness,intensity
142,2.244582,130.01987
143,1.6534855,91.1864
144,2.477763,133.14174
145,2.2678912,101.513016
146,2.9031637,219.909
147,2.0109127,117.92179
148,2.1722362,126.94238
149,3.3318057,204.41982
150,2.41961,130.01996
151,1.9165206,132.18385
152,2.2280343,99.201706
153,2.3766866,161.7127
154,1.9627783,110.921104
155,2.1250174,94.872696
156,1.6925597,111.294815
157,2.6036987,164.49945
158,2.1434913,134.89615
159,1.6968777,90.880516
160,1.758213,113.8715
161,2.5706875,148.22816
162,1.9412643,154.92654
163,2.9285798,193.68031
164,4.009933,249.08939
165,2.312398,175.03609
166,2.6072614,175.92001
167,2.9214072,150.66196
168,3.2028751,233.35751
169,1.7936461,100.34071
170,2.5710595,181.95518
171,3.0139384,204.11275
172,2.5577772,164.88269
173,2.4753385,141.77094
174,1.4102862,76.78978
175,2.4595344,165.88042
176,2.1212752,145.1033
177,2.1039338,131.75093
178,1.7850652,99.27373
179,3.6297977,228.22298
180,3.3826556,222.78508
181,3.75163,240.60196
182,3.2521589,227.5131
183,2.5075502,127.45083
184,2.312299,143.43256
185,1.9887502,116.65382
186,2.4038682,161.00677
187,1.9933028,111.08122
188,2.9759183,195.29956
189,2.9467802,185.9161
190,2.0525117,119.772934
191,2.2689786,130.3057
192,1.9806349,113.36229
193,2.3537436,110.55376
194,2.05708,126.3394
195,3.6734147,243.77876
196,3.0444589,224.08107
197,1.7531065,91.46775
198,2.934497,204.33833
199,1.6474679,97.870865
200,2.275401,125.63819
201,2.0138526,135.3632
202,1.6583077,90.04986
203,2.5476542,128.03873
204,2.3399062,169.13698
205,2.5966728,144.20627
206,1.2474506,77.817726
207,3.6959252,238.81898
208,2.056226,144.87396
209,2.6221807,192.54466
210,1.9289778,106.37317
211,3.545443,236.98416
212,1.3725547,84.1521
213,2.4111638,119.88483
214,1.6691542,80.545975
215,1.9290047,87.415436
216,2.0835285,120.36631
217,2.8285248,161.2527
218,2.4400897,158.95071
219,2.1871903,135.86086
220,2.3470545,177.68353
221,3.083964,214.05542
222,2.4475062,175.59216
223,2.4460816,143.14096
224,2.7614715,165.73642
225,3.834406,247.81685
226,2.3982882,139.46878
227,2.0167418,124.29111
228,2.5287962,131.52242
229,2.340773,142.91116
230,2.2410572,194.73123
231,3.0321121,209.73636
232,1.9363112,88.175026
233,3.0728986,186.75685
234,1.9807231,109.70126
235,3.0794568,220.60147
236,3.9514472,244.66722
237,2.384793,142.34866
238,3.9207902,241.02686
239,2.6768696,137.11432
240,2.5292673,204.52466
241,1.7953136,119.93915
242,2.1173315,140.04306
243,2.9216342,198.98245
244,2.287512,129.87679
245,2.4816294,166.95055
246,1.5705087,99.815445
247,2.4002879,129.11696
248,3.666222,229.0708
249,1.7351202,96.986755
250,2.596482,214.65643
251,3.2970045,205.23022
252,3.8681495,231.98817
253,3.4001677,245.14545
254,2.395963,199.289
255,2.360695,154.04462
256,2.083621,119.20741
257,2.2433383,98.93125
258,2.086771,122.791695
259,3.3675923,213.58595
260,1.6374018,90.06726
261,2.3209093,163.93378
262,1.7390395,107.002144
263,2.475526,162.5285
264,1.4359696,88.94977
265,4.5739517,252.7332
266,2.5580864,220.61426
267,2.245527,172.50708
268,2.9102125,228.73811
269,2.9250178,212.46947
270,3.9895349,248.22702
271,3.8592384,232.32495
272,2.5792716,118.97925
273,4.378156,248.20642
274,2.2131612,111.34888
275,1.9154717,147.59259
276,2.289251,160.78316
277,2.812851,149.4154
278,2.2779825,145.67706
279,2.9055815,215.315
280,2.0445406,98.32141
281,2.9835966,177.86594
282,3.0409465,198.1924
283,2.9144325,222.04988
284,2.2719274,154.48524
285,2.170375,120.02228
286,2.3921888,126.71088
287,1.7523656,96.89014
288,2.5294034,192.66023
289,1.7382963,116.4506
290,2.8287766,205.02672
291,2.8906543,175.91821
292,2.6451974,170.58798
293,2.0173457,138.11731
294,1.4023157,73.24778
295,4.1879945,250.67824
296,1.9571459,154.29266
297,2.1937366,141.51266
298,2.6270397,139.03851
299,3.2471776,236.9315
300,2.5310833,153.77965
301,2.5883894,166.64726
302,2.4549828,157.6865
303,1.4074669,113.83982
304,1.7522256,81.42742
305,2.4874098,131.26357
306,3.0715675,228.24756
307,3.9976525,246.83824
308,1.5299016,75.41405
309,2.0816727,119.36755
310,2.1514187,143.62161
311,2.4023798,144.6051
312,3.5481129,237.59853
313,1.8759058,108.18762
314,2.0855553,132.43011
315,1.6145006,88.979126
316,2.1030576,102.576035
317,2.8029675,210.04082
318,2.786076,178.48718
319,1.8007151,87.9243
320,3.3318238,221.95135
321,2.7504642,171.22188
322,3.055728,169.88962
323,2.740697,184.18698
324,2.6141477,164.7016
325,3.2414982,220.48062
326,3.2596927,238.14043
327,3.5103257,222.49457
328,2.607817,143.9408
329,2.7741318,194.42851
330,2.088839,121.65741
331,1.898196,95.807816
332,1.9506317,90.06913
333,3.1441302,206.14383
334,1.3082056,71.48551
335,2.4173167,149.40218
336,1.4609855,73.613785
337,2.52404,183.43353
338,3.2323596,218.84673
339,3.111466,238.62447
340,2.814489,172.72614
341,2.417461,161.47833
342,2.7395313,177.12024
343,2.5509858,164.24924
344,2.2563171,107.49196
345,2.3252368,166.8312
346,3.4471252,227.17282
347,1.6832631,95.66654
348,2.6417642,200.40115
349,3.0659497,222.12657
350,3.1753983,232.2308
351,2.9340076,197.19273
352,2.018929,116.10913
353,2.9671874,217.56912
354,2.10576,146.99239
355,1.8642496,102.71622
356,3.4240937,240.77333
357,2.596373,167.09528
358,3.3840709,218.68674
359,3.0496573,151.48756
360,3.418346,235.78279
361,2.4324305,173.23262
362,2.1212425,138.95389
363,2.8489203,213.79329
364,3.5672188,231.04095
365,2.83707,195.60204
366,2.9406664,208.00795
367,2.6865287,161.79242
368,2.2604501,178.33612
369,2.2746801,144.83609
370,1.6559794,95.5112
371,2.0400407,104.97896
372,1.7437482,84.979576
373,2.6659667,183.98154
374,1.9834887,102.03903
375,1.8861322,100.201035
376,1.5810158,81.56938
377,2.374472,135.58905
378,2.203782,101.725266
379,2.1513987,132.81674
380,2.066187,109.68887
381,2.0452733,138.47472
382,2.4861858,152.4318
383,3.5744803,242.4676
384,3.4618015,227.91458
385,2.1534922,135.16675
386,2.836918,193.05844
387,3.054313,223.09898
388,3.3975005,239.7421
389,2.7860563,175.36658
390,1.9209157,119.11113
391,3.0679605,227.54454
392,2.076559,118.69217
393,1.9998069,115.73056
394,1.6327949,94.00953
395,1.8236978,104.59216
396,2.5490556,176.42554
397,2.8095698,174.60172
398,2.4316525,190.21739
399,2.732707,181.72708
400,2.581118,172.96646
401,3.3147466,217.88234
402,2.1600604,148.58975
403,2.0048974,144.17564
404,3.0403612,224.15308
405,1.9488972,136.39801
406,1.8629833,126.21539
407,1.5541753,79.59771
408,1.8106848,94.4716
409,3.3609254,231.83356
410,1.5077757,92.088326
411,2.5066018,152.31409
412,2.7011082,172.73969
413,2.5423632,166.85025
414,3.3897033,228.14047
415,3.1250615,213.78036
416,2.0863008,116.522705
417,1.905031,106.39688
418,1.8375726,92.55167
419,2.381357,110.26193
420,2.3700595,146.72322
421,2.978291,190.54895
422,3.5469599,211.51315
423,2.5255353,180.24838
424,2.948158,177.09796
425,1.849359,96.22445
426,1.557858,99.4989
427,2.1946812,112.71724
428,4.8106027,252.6722
429,3.3203895,217.36597
430,2.9890685,197.84198
431,2.407825,143.62984
432,3.7869925,242.5551
433,2.0857768,98.63675
434,3.4524426,235.00902
435,2.440599,164.02332
436,1.9934489,125.493256
437,1.7499545,84.234085
438,1.5435581,80.882866
439,2.1445084,170.13718
440,1.8514572,104.18418
441,2.6283958,147.48727
442,2.5786822,128.46371
443,3.5511494,219.68349
444,2.0663366,144.56433
445,1.846624,151.37595
446,1.9850447,100.7854
447,2.162745,122.54686
448,3.0439315,203.40427
449,1.6632354,131.44824
450,2.6461778,170.72467
451,3.1268163,226.58847
452,2.3075702,109.490875
453,3.2752767,211.22992
454,2.2089086,142.9559
455,2.3756201,124.99385
456,2.5065815,113.56018
457,1.6393031,88.6271
458,2.9769044,194.15623
459,2.0522895,93.79538
460,3.1265612,233.29483
461,2.9726846,167.50067
462,2.8255332,178.09871
463,3.2396052,200.04443
464,2.243506,127.285164
465,1.8843446,104.102936
466,2.741963,150.35593
467,2.5434084,203.32965
468,2.193556,126.08284
469,1.9355943,98.46798
470,2.813716,215.06558
471,3.121945,192.97223
472,2.6243336,162.37733
473,2.4256845,154.50334
474,2.3989363,167.63773
475,1.8675029,108.6077
476,1.999488,123.977325
477,2.456967,112.1832
478,1.7534175,102.95955
479,1.8885931,112.09259
480,3.401434,212.91121
481,1.8621378,121.57953
482,1.9945562,113.98045
483,2.4729753,198.11037
484,1.6920034,107.416725
485,1.4443295,95.165764
486,2.316791,150.47748
487,2.607493,126.85961
488,2.8530192,206.8711
489,2.3840113,141.2804
490,3.0518987,216.74713
491,3.0281978,218.33469
492,2.6393254,133.83282
493,1.4371897,80.0811
494,1.8848202,129.44507
495,3.082543,208.80455
496,2.4512777,164.27365
497,1.3701043,79.462135
498,2.7584717,210.14873
499,2.8808954,212.19688
500,2.151309,124.06328
501,3.3100073,204.07701
502,1.6333628,93.10405
503,1.9147277,130.10245
504,2.206942,141.44373
505,3.218402,220.83969
506,2.5351906,146.99536
507,2.3719268,163.66238
508,2.449987,129.4125
509,2.0332396,138.13213
510,2.300864,154.61917
511,1.7322614,110.49306
512,1.6402223,93.47202
513,3.1021264,196.00522
514,2.181738,114.61182
515,2.597462,179.0495
516,1.9014248,94.260765
517,2.1491184,165.30309
518,3.3954203,206.48537
519,2.2127595,105.48334
520,2.6949363,178.03241
521,2.9042528,216.07883
522,2.460948,116.45517
523,2.813733,163.58896
524,2.5035849,208.64616
525,1.3230802,69.75969
526,2.2012606,139.15533
527,2.9555097,170.36285
528,1.0073516,73.23634
529,2.7292182,208.29834
530,1.7515413,95.089096
531,2.688682,212.54869
532,2.7031846,197.98196
533,2.8592415,200.46918
534,3.5224185,244.94156
535,1.2903184,76.7989
536,2.3779025,164.22281
537,3.12459,214.5191
538,1.7010307,101.33243
539,2.7342157,182.76906
540,2.6131802,150.51306
541,2.4934616,143.67447
542,1.7298267,104.341774
543,2.987234,194.3245
544,1.4791113,81.664185
545,2.6713896,151.39966
546,3.4115143,211.39212
547,4.1750627,251.13062
548,3.4643693,222.78876
549,1.9311225,104.45716
550,3.7679474,250.16339
551,2.170177,135.82407
552,1.6089627,80.25726
553,2.098222,107.10205
554,2.1770778,97.542435
555,1.5647262,100.353745
556,2.774046,173.46011
557,1.9587561,135.38467
558,3.4407895,238.05684
559,2.5077188,152.78061
560,1.1732237,89.822365
561,2.7291408,146.73189
562,2.5380988,179.09392
563,2.545739,140.04369
564,3.8233795,243.51904
565,3.077527,226.27368
566,2.5417802,183.63168
567,1.2278342,75.834015
568,2.9725323,221.18205
569,2.4954846,138.14377
570,3.0412571,210.20538
571,2.5204804,138.33473
572,2.3394828,149.21527
573,3.8147175,243.07553
574,1.9179862,126.09141
575,2.018475,122.199936
576,2.9791908,194.10352
577,2.8141594,199.79053
578,2.2062066,139.59903
579,1.8565625,84.44763
580,2.4974666,168.1304
581,1.8792437,127.8744
582,2.9870026,200.1298
583,1.8934834,96.17238
584,2.38668,165.59404
585,1.7057725,98.11966
586,1.1077583,70.53088
587,2.8662748,196.49269
588,2.1868892,112.67286
589,2.7751873,156.21295
590,1.1790986,80.98457
591,2.9344504,195.64377
592,3.3024912,233.78693
593,2.6669545,118.13446
594,1.981948,117.43315
595,2.611614,150.16106
596,1.9389638,116.80342
597,1.3671772,90.55331
598,2.2114644,140.5159
599,2.977294,211.36652
600,2.7244508,145.90111
601,2.3116076,144.47461
602,2.1777234,129.06015
603,2.6538882,187.21722
604,1.9498651,112.92868
605,2.6409557,145.32886
606,2.6949062,183.00145
607,1.926786,121.36192
608,2.253798,140.17859
609,3.505169,229.76636
610,1.8767322,103.95375
611,2.198637,154.9035
612,3.697948,233.6873
613,2.607047,141.36583
614,2.7874706,192.79034
615,2.2674584,138.3769
616,3.5046675,230.77502
617,3.328034,227.89206
618,2.7163627,174.85242
619,2.252126,165.55411
620,2.2113488,145.83084
621,2.9936206,183.02173
622,2.163267,115.46661
623,2.7476535,179.49638
624,1.5860035,88.739655
625,2.192925,129.76616
626,1.421149,78.553635
627,2.5520442,168.31396
628,1.7077268,102.43266
629,2.6444097,190.1431
630,2.14559,100.622925
631,2.5797195,179.7489
632,2.2944329,200.94554
633,2.8195796,193.71515
634,2.5719042,186.21152
635,1.9591191,103.611755
636,3.3676093,227.83327
637,3.016274,201.27113
638,2.3481123,165.12097
639,2.771153,152.98593
640,2.0991595,86.30677
641,2.0296788,138.30637
642,2.0204701,114.74088
643,2.267257,147.71269
644,2.3206196,163.39363
645,2.2971275,105.57585
646,3.2208648,198.11046
647,1.556935,88.5429
648,3.3860507,217.04779
649,2.4981496,177.38182
650,2.5695953,161.35152
651,2.19059,99.9715
652,3.2091641,230.6727
653,1.9295913,80.493484
654,1.75646,134.53589
655,2.3910828,189.2467
656,2.6975427,191.86261
657,1.8009843,115.943115
658,3.4590223,221.65872
659,2.420419,183.5787
660,2.8113189,177.46248
661,2.1393101,149.36795
662,3.275324,221.61653
663,3.011653,213.37216
664,2.083859,127.711586
665,2.7296677,156.3768
666,3.2680302,228.35066
667,1.9407319,119.59317
668,2.0392923,159.50995
669,1.7831738,93.75375
670,3.9014823,242.5526
671,2.0902991,140.10738
672,1.6989249,115.89945
673,2.171309,128.13504
674,2.3923924,138.11407
675,2.3400083,147.86223
676,2.2825236,111.77162
677,2.8957558,204.44478
678,2.8179917,171.13515
679,2.7330062,152.6963
680,2.9906783,173.43637
681,2.2642229,100.85001
682,2.378778,113.91295
683,3.430934,205.45518
684,2.2894635,141.24948
685,2.414014,187.06906
686,2.5304875,169.96735
687,2.6099546,179.74896
688,3.8261352,240.8042
689,2.4025025,168.56909
690,1.2431136,87.507126
691,2.396648,189.28766
692,2.4511163,128.41866
693,2.7627463,204.471
694,3.340751,242.15224
695,2.8565607,214.65009
696,2.0904384,117.39517
697,2.1801238,120.99103
698,1.6758302,83.14655
699,3.4446874,212.77417
700,2.6584985,165.23872
701,3.252469,186.57709
702,2.347917,140.07196
703,2.436295,160.4466
704,2.0849512,128.44415
705,3.3648112,227.71909
706,1.4782069,93.53441
707,2.2456937,118.11719
708,2.4764903,138.34647
709,2.6071901,166.5887
710,3.4785695,232.56819
711,2.0658402,84.264885
712,1.6561015,115.608246
713,2.2689686,104.42943
714,3.178782,225.7607
715,3.2554126,206.98624
716,3.4480295,225.3266
717,2.3547516,126.62516
718,2.5842712,194.95868
719,2.494588,171.2939
720,1.6319675,91.249176
721,2.1569324,154.37909
722,2.5539975,199.31995
723,3.347036,239.06868
724,2.6901631,171.0432
725,5.4481115,254.66566
726,1.8526031,101.92
727,2.8655417,207.97255
728,2.5059018,126.93559
729,4.08188,243.96864
730,1.8716457,96.797585
731,2.4671388,173.22916
732,3.7454517,239.17848
733,1.7403215,91.6774
734,2.2599156,163.50285
735,1.7871385,102.21379
736,2.1996875,140.226
737,2.720206,162.87521
738,3.0903058,227.2435
739,4.073458,248.09216
740,1.7507563,102.94173
741,3.812257,245.24484
742,2.8571076,232.11868
743,2.481693,211.28966
744,1.196213,77.26831
745,2.098187,111.48045
746,3.343495,228.0273
747,2.294158,129.06087
748,1.6480187,84.80928
749,1.6150031,88.09729
750,2.597547,204.25383
751,2.1208959,118.06335
752,1.4397181,80.67963
753,2.1522148,116.17691
754,2.4119234,131.95337
755,1.8985409,134.08533
756,3.0778966,194.58868
757,3.3366418,238.49397
758,1.333574,78.42505
759,2.123674,121.24074
760,2.9525228,207.23164
761,3.1451135,211.7525
762,1.8316028,139.97354
763,2.0028648,141.49274
764,3.6252465,237.68034
765,2.6851134,204.43219
766,1.9860883,115.13438
767,1.6779158,91.51277
768,2.030801,127.977585
769,3.514245,247.3734
770,2.39537,160.84177
771,3.708117,233.591
772,3.2991161,218.71785
773,2.1757236,130.12793
774,1.7702166,95.19165
775,2.4961228,173.31473
776,2.7749202,173.47537
777,3.4412608,239.59648
778,1.9654002,95.45508
779,1.883686,98.61824
780,2.3603768,170.85287
781,2.9259918,168.21057
782,2.9514544,228.8432
783,1.7556951,92.21853
784,2.3257663,114.67501
785,2.2551246,126.45111
786,2.366917,193.22084
787,2.0991724,162.62341
788,3.125918,211.92453
789,3.0695431,221.59602
790,2.409638,129.72768
791,2.7958436,198.46892
792,2.2327247,118.94395
793,2.8003972,211.65852
794,1.6913928,94.9229
795,2.7688735,213.38657
796,2.495044,143.43512
797,2.225243,124.55516
798,1.801503,90.72995
799,3.0733821,195.39464
800,1.5629826,126.943665
801,2.5375454,161.87564
802,2.6606612,220.39613
803,2.7143369,187.19415
804,2.7397046,195.80257
805,2.13977,137.24602
806,3.688435,221.83185
807,1.6770613,97.8974
808,2.9954762,228.06377
809,3.1557853,205.45657
810,2.3339596,151.99075
811,1.873076,102.73883
812,3.5490742,246.62889
813,2.536501,122.37503
814,1.7315612,99.64517
815,4.079708,248.71107
816,1.9297782,112.72111
817,2.0910442,142.32791
818,2.4441204,126.46924
819,2.397367,133.69444
820,3.484077,216.92528
821,2.257127,167.65738
822,2.8833752,212.5076
823,3.0176136,183.62427
824,2.0322368,83.42569
825,1.7936308,106.10354
826,1.8699281,123.85335
827,2.6775181,206.8682
828,1.6676817,90.22045
829,2.3976061,128.25735
830,2.516984,179.83266
831,2.6944351,160.77606
832,2.5372987,154.6149
833,4.3334417,246.89195
834,0.9843708,74.07173
835,2.8351805,211.25238
836,2.5167482,131.34378
837,1.9628748,96.717865
838,3.2264814,238.93597
839,2.7521014,182.6741
840,1.8764505,104.25073
841,3.1051955,235.50815
842,3.0752003,175.3646
843,1.8239282,103.52702
844,2.092512,138.48386
845,2.9706826,217.17024
846,1.8441542,115.38051
847,4.061463,249.04253
848,2.5474849,134.83269
849,1.5918691,105.20744
850,1.8886853,118.90994
851,2.4072642,197.00317
852,2.0470853,98.99921
853,2.474955,115.98555
854,1.808093,99.90234
855,1.8385348,87.34831
856,3.4614549,212.77443
857,3.289338,237.99306
858,1.7927151,115.42755
859,2.0398436,125.83418
860,2.0587156,160.9301
861,2.2115428,126.46565
862,2.3606725,111.88037
863,2.9298599,170.72064
864,2.684684,156.51611
865,3.5953863,228.73254
866,2.315539,176.0083
867,1.941481,114.7538
868,2.1257052,129.32504
869,3.366611,213.64433
870,3.4972286,220.63557
871,1.2798991,105.17876
872,1.7156942,109.288864
873,3.214073,220.95523
874,1.1822649,71.20828
875,2.9311736,202.08554
876,3.1530218,214.67525
877,2.826494,188.66199
878,2.3988235,159.74904
879,1.8355873,94.75213
880,2.9371495,220.79778
881,1.8721864,119.938034
882,3.546993,236.02493
883,2.4867394,176.23868
884,2.65199,196.22034
885,2.4724476,163.39993
886,2.1302264,131.32523
887,1.6461036,98.23941
888,2.1772377,105.50893
889,2.8598003,181.73073
890,2.3158662,197.88405
891,1.7578808,77.289665
892,2.0604916,117.16753
893,3.1758876,213.94513
894,2.26617,155.69022
895,2.69269,172.17245
896,2.3150787,151.8563
897,2.746129,177.9828
898,2.3511226,130.52646
899,1.6035317,95.20455
900,2.1538675,95.14838
901,2.1075685,119.08378
902,2.7288578,173.69574
903,1.8556783,114.98941
904,3.0094419,219.17514
905,3.1784885,214.33406
906,1.8299861,102.88334
907,2.715913,204.00041
908,2.638188,151.2775
909,1.9943314,133.46716
910,2.158716,145.22287
911,1.7422276,120.45285
912,2.5885108,167.89053
913,2.7852786,207.58607
914,2.058637,117.22633
915,1.9852976,97.6314
916,2.9135005,171.88322
917,2.284827,125.39082
918,3.0484424,225.16983
919,2.881353,175.51633
920,2.3839529,134.28448
921,2.9552348,223.41414
922,2.7935185,187.12057
923,2.057205,143.47708
924,2.1439557,160.02524
925,2.8781104,160.35342
926,2.8320222,178.2919
927,3.0133965,185.5932
928,1.923046,116.67253
929,2.142843,138.28668
930,2.7252576,142.54694
931,3.2420957,191.63957
932,2.7695045,204.96318
933,2.7556868,197.38483
934,2.7578971,189.00156
935,1.603425,105.66738
936,4.0258203,246.87259
937,2.6546261,199.54153
938,2.3977044,138.49774
939,2.3252695,172.09877
940,3.3713288,230.11478
941,2.757289,154.94695
942,2.5459008,127.66222
943,2.4311028,169.80847
944,1.9584373,92.238365
945,3.4849513,225.69545
946,2.756508,187.93811
947,2.0970244,128.07675
948,2.6317945,200.94084
949,3.8216636,242.26608
950,2.262782,122.33086
951,2.9475982,223.62428
952,3.0994537,223.29651
953,2.6435604,197.2364
954,1.8142765,109.76402
955,1.7931788,108.51814
956,3.4959953,223.10594
957,1.6995366,85.16164
958,2.6142118,194.73901
959,2.5190635,184.85258
960,1.9431775,103.04782
961,2.0012884,141.88821
962,3.037332,208.78276
963,2.3586903,145.7357
964,3.1610875,224.03198
965,1.4888593,83.28184
966,3.2066972,215.08943
967,3.22219,239.26978
968,1.9814681,89.220055
969,2.04611,116.32814
970,2.0006456,120.552086
971,2.4422,167.61377
972,3.2425108,194.56673
973,2.3191147,117.89192
974,2.4036481,142.45026
975,3.6705275,233.57303
976,3.2120461,247.4265
977,3.427094,211.89653
978,2.6977816,171.72049
979,1.6129655,94.594635
980,1.9849343,100.896935
981,4.3687277,250.00363
982,3.1524167,211.19907
983,2.2222931,154.43156
984,2.8139994,181.46341
985,2.3682008,122.0094
986,2.2469776,153.48267
987,2.1371202,116.99017
988,1.7731578,109.582184
989,2.7564108,219.27643
990,2.0989008,127.21912
991,3.195146,226.27025
992,2.34858,109.28339
993,2.3316581,121.03596
994,3.0662284,188.48044
995,2.665778,167.6088
996,2.799071,174.34901
997,3.6871135,246.06726
998,2.6042495,191.83809
999,2.5719054,162.17197
1000,2.3892748,155.29953
1001,2.1241155,129.14972
1002,2.7799726,187.46243
1003,1.7524145,102.123535
1004,2.3217049,168.99527
1005,2.271235,139.35165
1006,1.9593472,98.890564
1007,2.996292,215.00139
1008,1.7849677,94.62421
1009,3.074052,226.90175
1010,2.7581177,165.3488
1011,2.4686112,170.59067
1012,1.8145607,109.36511
1013,2.5999522,214.24602
1014,1.7056012,95.15573
1015,3.30715,170.9829
1016,2.9572275,189.95299
1017,1.7373583,91.75553
1018,3.1607833,223.2196
1019,3.1902804,212.3318
1020,2.8365936,202.09528
1021,1.7608764,106.38935
1022,2.4176822,135.85522
1023,3.0750506,185.90298
1024,2.4649818,114.68857
1025,2.7206976,156.84406
1026,3.8385532,244.67326
1027,1.8522716,89.31249
1028,2.6133332,207.54962
1029,3.1079571,218.99266
1030,3.5180871,240.4364
1031,2.9176881,222.49768
1032,1.9382612,115.76288
1033,2.209931,113.20679
1034,2.0885441,131.47647
1035,2.6193397,171.10638
1036,2.6732001,141.39392
1037,2.8712144,185.39012
1038,2.266725,130.49583
1039,1.4046077,81.02806
1040,1.7608392,100.12726
1041,2.6767318,221.82576
1042,2.744222,183.08612
1043,3.144222,191.04593
1044,2.313596,131.16185
1045,2.3697603,114.726555
1046,1.7282801,93.99829
1047,2.079146,140.96436
1048,2.017712,102.721954
1049,1.8733122,124.47958
1050,1.7870331,118.89554
1051,1.995332,125.090775
1052,2.2899919,155.37773
1053,2.1634939,126.984146
1054,3.002873,223.97594
1055,2.0052252,134.29703
1056,3.415774,224.49007
1057,3.3734345,220.7671
1058,1.4313664,79.25989
1059,3.4227042,227.0629
1060,2.3000565,125.31516
1061,2.8605654,198.6639
1062,2.781279,187.52362
1063,2.007361,137.76266
1064,4.093289,248.32158
1065,2.3385415,136.50896
1066,3.06795,204.04918
1067,1.8856165,95.80323
1068,2.2450018,136.07791
1069,4.7384443,250.99905
1070,2.8346808,205.63889
1071,1.9483815,105.10829
1072,3.1207366,195.96548
1073,3.2277792,221.4374
1074,2.6921854,198.03464
1075,2.4138503,184.3794
1076,2.1673522,117.22193
1077,3.3891542,225.21083
1078,2.2058234,160.35309
1079,2.4035573,147.26611
1080,1.9606199,158.64557
1081,1.2192969,85.8896
1082,2.6353412,150.06604
1083,2.1343017,134.3385
1084,2.6830316,157.5956
1085,2.811394,170.84555
1086,2.516721,135.81703
1087,1.9776555,120.80798
